"Dataset:","LGBTI","","","","","",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","14","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","17","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","18","3",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","2","10",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","20","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","21","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","24","8",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","27","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","3","11",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","30","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","31","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","32","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","36","3",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","4","3",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","45","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","5","3",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","50","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","6","13",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","60","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","65","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","72","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","75","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","8","3",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","84","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","85","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","9","3",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","90","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","98","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","99","1",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","1","40",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","10","2",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","11","3",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","12","5",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","2","19",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","24","2",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","3","7",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","36","5",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","4","3",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","5","2",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","51","0",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","6","8",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","7","2",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","8","0",""
"Lithuania","All","All","DEXh22","Duration of housing difficulties (average in months)","84","0",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","1","18",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","10","4",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","11","0",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","12","12",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","18","5",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","2","13",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","20","1",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","24","3",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","3","4",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","30","5",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","36","2",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","4","4",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","5","5",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","6","16",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","8","1",""
"Luxembourg","All","All","DEXh22","Duration of housing difficulties (average in months)","9","3",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","1","20",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","10","1",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","12","14",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","14","0",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","18","5",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","2","12",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","24","3",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","3","16",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","4","5",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","48","2",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","5","1",""
"Latvia","All","All","DEXh22","Duration of housing difficulties (average in months)","6","12",""
